Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint,Complaint Detail,Incident Zip,Status,Community Board,Borough,Latitude,Longitude,Complaint Year,Complaint Month,Month Name,Main Complaint Category,Neighborhood
67347841,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11207,Closed,04 BROOKLYN,BROOKLYN,40.6871341833198,-73.91267578290139,,,,Parking & Traffic,Bushwick (East)
67345827,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11101,Closed,01 QUEENS,QUEENS,40.75590390189604,-73.94295940353244,,,,Noise,Queensbridge-Ravenswood-Dutch Kills
67344231,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11368,Closed,03 QUEENS,QUEENS,40.75412311508108,-73.85566795764149,,,,Parking & Traffic,North Corona
67349236,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11233,Closed,03 BROOKLYN,BROOKLYN,40.68518434406814,-73.92692066265619,,,,Parking & Traffic,Bedford-Stuyvesant (East)
67345834,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11223,Closed,13 BROOKLYN,BROOKLYN,40.584137512941474,-73.96883310916002,,,,Noise,Gravesend (South)
67350444,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11421,Closed,09 QUEENS,QUEENS,40.693721080078895,-73.86635381725175,,,,Parking & Traffic,Woodhaven
67350338,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10309,Closed,03 STATEN ISLAND,STATEN ISLAND,40.519347506821624,-74.22744514995192,,,,Parking & Traffic,Tottenville-Charleston
67349076,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11368,Closed,03 QUEENS,QUEENS,40.75366676280477,-73.85509144843458,,,,Parking & Traffic,North Corona
67351749,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10001,Closed,04 MANHATTAN,MANHATTAN,40.75011282688794,-73.99632947923503,,,,Noise,Chelsea-Hudson Yards
67344418,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11691,Closed,14 QUEENS,QUEENS,40.60644775701879,-73.758612369637,,,,Parking & Traffic,Far Rockaway-Bayswater
67345846,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11225,Closed,09 BROOKLYN,BROOKLYN,40.67046833272369,-73.95705535853418,,,,Noise,Crown Heights (South)
67345843,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10457,Closed,06 BRONX,BRONX,40.8520187403218,-73.89287127266694,,,,Noise,Tremont
67345770,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11216,Closed,03 BROOKLYN,BROOKLYN,40.6830448378544,-73.95012102555529,,,,Noise,Bedford-Stuyvesant (West)
67351504,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11204,Closed,11 BROOKLYN,BROOKLYN,40.61643592871038,-73.98412626259686,,,,Parking & Traffic,Bensonhurst
67352993,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10462,Closed,11 BRONX,BRONX,40.844160621957954,-73.86653227832663,,,,Noise,Pelham Parkway-Van Nest
67345554,,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11208,Closed,05 BROOKLYN,BROOKLYN,40.68234979471123,-73.87392652675551,,,,Parking & Traffic,Cypress Hills
67352355,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11433,Closed,12 QUEENS,QUEENS,40.69914624428873,-73.79314358230198,,,,Noise,South Jamaica
67347844,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11368,Closed,03 QUEENS,QUEENS,40.753677696363766,-73.85505533101966,,,,Parking & Traffic,North Corona
67346700,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11368,Closed,04 QUEENS,QUEENS,40.73999371837409,-73.86521450022846,,,,Parking & Traffic,Corona
67349472,,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,10036,Closed,04 MANHATTAN,MANHATTAN,40.76096011122231,-73.99861746470174,,,,Noise,Hell's Kitchen
67351590,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11237,Closed,04 BROOKLYN,BROOKLYN,40.69304638561428,-73.90567585475318,,,,Parking & Traffic,Bushwick (East)
67346454,,,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,11221,Closed,03 BROOKLYN,BROOKLYN,40.690051468235644,-73.92368442820575,,,,Parking & Traffic,Bedford-Stuyvesant (East)
67345504,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10306,Closed,03 STATEN ISLAND,STATEN ISLAND,40.55886385508164,-74.12392226756809,,,,Parking & Traffic,Oakwood-Richmondtown
67349397,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11360,Closed,07 QUEENS,QUEENS,40.77949822763772,-73.78080872512007,,,,Noise,Bay Terrace-Clearview
67349155,,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11221,Closed,03 BROOKLYN,BROOKLYN,40.690051468235644,-73.92368442820575,,,,Parking & Traffic,Bedford-Stuyvesant (East)
67350449,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11207,Closed,04 BROOKLYN,BROOKLYN,40.692006725226506,-73.90642016600616,,,,Parking & Traffic,Bushwick (East)
67351767,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11225,Closed,09 BROOKLYN,BROOKLYN,40.67046833272369,-73.95705535853418,,,,Noise,Crown Heights (South)
67352701,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11357,Closed,07 QUEENS,QUEENS,40.7794093659204,-73.82697622019579,,,,Parking & Traffic,College Point
67349145,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11204,Closed,11 BROOKLYN,BROOKLYN,40.61602960593748,-73.9834636067955,,,,Parking & Traffic,Bensonhurst
67349252,,,NYPD,New York City Police Department,Blocked Driveway,No Access,10458,Closed,07 BRONX,BRONX,40.86958584547678,-73.88263236892325,,,,Parking & Traffic,Bedford Park
67349134,,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11368,Closed,04 QUEENS,QUEENS,40.73999643778035,-73.86519284299976,,,,Parking & Traffic,Corona
67350613,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10033,Closed,12 MANHATTAN,MANHATTAN,40.8502966796872,-73.93567094184976,,,,Noise,Washington Heights (North)
67345565,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11205,Closed,02 BROOKLYN,BROOKLYN,40.69539304839283,-73.97334655460949,,,,Parking & Traffic,Fort Greene
67353036,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11225,Closed,09 BROOKLYN,BROOKLYN,40.66721946185691,-73.95966723860894,,,,Noise,Crown Heights (South)
67344308,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11357,Closed,07 QUEENS,QUEENS,40.76757992609999,-73.83860265222066,,,,Parking & Traffic,College Point
67352812,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11228,Closed,10 BROOKLYN,BROOKLYN,40.617048703322766,-74.0097109119025,,,,Parking & Traffic,Dyker Heights
67349209,,,NYPD,New York City Police Department,Noise - Residential,Loud Television,11230,Closed,12 BROOKLYN,BROOKLYN,40.614976380590576,-73.97305089456476,,,,Noise,Mapleton-Midwood (West)
67351451,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11418,Closed,09 QUEENS,QUEENS,40.696940224432055,-73.8401512622756,,,,Parking & Traffic,Richmond Hill
67350365,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11356,Closed,07 QUEENS,QUEENS,40.78563023714167,-73.8558379902364,,,,Parking & Traffic,College Point
67345472,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11377,Closed,02 QUEENS,QUEENS,40.73643065874171,-73.9210043745013,,,,Parking & Traffic,Sunnyside
67345839,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10454,Closed,01 BRONX,BRONX,40.80794569696656,-73.92224882418057,,,,Noise,Mott Haven-Port Morris
67347908,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11356,Closed,07 QUEENS,QUEENS,40.783980958288176,-73.85175390258048,,,,Parking & Traffic,College Point
67347037,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10456,Closed,03 BRONX,BRONX,40.83694066292417,-73.90374441298103,,,,Noise,Claremont Village-Claremont (East)
67351814,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11225,Closed,09 BROOKLYN,BROOKLYN,40.66721946185691,-73.95966723860894,,,,Noise,Crown Heights (South)
67347016,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10009,Closed,03 MANHATTAN,MANHATTAN,40.72031875015835,-73.9756165590316,,,,Noise,East Village
67349127,,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,10454,Closed,01 BRONX,BRONX,40.80714954545815,-73.9261473817619,,,,Parking & Traffic,Mott Haven-Port Morris
67349250,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11238,Closed,02 BROOKLYN,BROOKLYN,40.681597437405316,-73.96214630805038,,,,Parking & Traffic,Clinton Hill
67349441,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10456,Closed,03 BRONX,BRONX,40.83694066292417,-73.90374441298103,,,,Noise,Claremont Village-Claremont (East)
67352669,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10460,Closed,06 BRONX,BRONX,40.84195392084328,-73.88166192899787,,,,Parking & Traffic,West Farms
67345865,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11225,Closed,09 BROOKLYN,BROOKLYN,40.66721946185691,-73.95966723860894,,,,Noise,Crown Heights (South)
67346739,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11356,Closed,07 QUEENS,QUEENS,40.778627509566384,-73.83859753929839,,,,Parking & Traffic,College Point
67346740,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11374,Closed,06 QUEENS,QUEENS,40.73547606272088,-73.85852649168334,,,,Parking & Traffic,Forest Hills
67350664,,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,10474,Closed,02 BRONX,BRONX,40.81605634886035,-73.88594572851363,,,,Noise,Hunts Point
67346680,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11385,Closed,05 QUEENS,QUEENS,40.70506653331605,-73.86990173461557,,,,Parking & Traffic,Glendale
67347038,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10456,Closed,03 BRONX,BRONX,40.83694066292417,-73.90374441298103,,,,Noise,Claremont Village-Claremont (East)
67352271,,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11361,Closed,11 QUEENS,QUEENS,40.75534443674208,-73.77371259861172,,,,Parking & Traffic,Bayside
67352702,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11355,Closed,07 QUEENS,QUEENS,40.762130070914544,-73.8105567010661,,,,Parking & Traffic,Murray Hill-Broadway Flushing
67349150,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11355,Closed,07 QUEENS,QUEENS,40.74911872859625,-73.83281865402172,,,,Parking & Traffic,Flushing Meadows-Corona Park
67350618,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10038,Closed,01 MANHATTAN,MANHATTAN,40.70772835726963,-74.00152209919611,,,,Noise,Financial District-Battery Park City
67350322,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11355,Closed,07 QUEENS,QUEENS,40.74242070107552,-73.81098444538775,,,,Parking & Traffic,Queensboro Hill
67344266,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11377,Closed,01 QUEENS,QUEENS,40.756315620830435,-73.9054310542712,,,,Parking & Traffic,Astoria (East)-Woodside (North)
67347950,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11208,Closed,05 BROOKLYN,BROOKLYN,40.68098289440953,-73.86427377584778,,,,Parking & Traffic,East New York-City Line
67350323,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11365,Closed,11 QUEENS,QUEENS,40.74129940529328,-73.79723127518311,,,,Parking & Traffic,Auburndale
67346963,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10009,Closed,03 MANHATTAN,MANHATTAN,40.72031875015835,-73.9756165590316,,,,Noise,East Village
67352703,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11365,Closed,07 QUEENS,QUEENS,40.73860755268615,-73.80240330392093,,,,Parking & Traffic,Queensboro Hill
67350344,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10009,Closed,03 MANHATTAN,MANHATTAN,40.72560718249235,-73.97243972666512,,,,Parking & Traffic,East Village
67345190,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11367,Closed,08 QUEENS,QUEENS,40.743185810553854,-73.83558705311981,,,,Parking & Traffic,Queensboro Hill
67344309,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11365,Closed,07 QUEENS,QUEENS,40.7385125203169,-73.79982347543923,,,,Parking & Traffic,Queensboro Hill
67344310,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11367,Closed,07 QUEENS,QUEENS,40.74312759075785,-73.82952442430219,,,,Parking & Traffic,Queensboro Hill
67349077,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11378,Closed,05 QUEENS,QUEENS,40.72466949857609,-73.89090770767785,,,,Parking & Traffic,Maspeth
67345473,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11362,Closed,11 QUEENS,QUEENS,40.75105997836814,-73.73753739978672,,,,Parking & Traffic,Douglaston-Little Neck
67353567,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11367,Closed,08 QUEENS,QUEENS,40.73826522740835,-73.82493238048615,,,,Parking & Traffic,Kew Gardens Hills
67348143,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10009,Closed,03 MANHATTAN,MANHATTAN,40.72031875015835,-73.9756165590316,,,,Noise,East Village
67350267,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11374,Closed,06 QUEENS,QUEENS,40.73233584265965,-73.8675753242371,,,,Parking & Traffic,Rego Park
67345182,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10471,Closed,08 BRONX,BRONX,40.90231752133392,-73.9016058820673,,,,Parking & Traffic,Riverdale-Spuyten Duyvil
67344356,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11385,Closed,05 QUEENS,QUEENS,40.70533107839264,-73.87083175837728,,,,Parking & Traffic,Glendale
67351637,,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11236,Closed,18 BROOKLYN,BROOKLYN,40.6292007370046,-73.89094847860132,,,,Parking & Traffic,Canarsie
67347021,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10032,Closed,12 MANHATTAN,MANHATTAN,40.83426794537464,-73.94150816045477,,,,Noise,Washington Heights (South)
67346834,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11212,Closed,17 BROOKLYN,BROOKLYN,40.65925842719981,-73.92459548878254,,,,Parking & Traffic,East Flatbush-Remsen Village
67350421,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11354,Closed,07 QUEENS,QUEENS,40.76635197201877,-73.819400152097,,,,Parking & Traffic,Murray Hill-Broadway Flushing
67352806,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11368,Closed,03 QUEENS,QUEENS,40.75306208741242,-73.87052625539367,,,,Parking & Traffic,North Corona
67351449,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10027,Closed,09 MANHATTAN,MANHATTAN,40.812402958167795,-73.9521771551017,,,,Parking & Traffic,Manhattanville-West Harlem
67351791,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11101,Closed,01 QUEENS,QUEENS,40.75590390189604,-73.94295940353244,,,,Noise,Queensbridge-Ravenswood-Dutch Kills
67349287,,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10306,Closed,02 STATEN ISLAND,STATEN ISLAND,40.57344861833277,-74.10586122439754,,,,Parking & Traffic,New Dorp-Midland Beach
67345532,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11421,Closed,09 QUEENS,QUEENS,40.69684260633203,-73.85559000951675,,,,Parking & Traffic,Woodhaven
67345474,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11235,Closed,15 BROOKLYN,BROOKLYN,40.59237217496299,-73.94139239128125,,,,Parking & Traffic,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
67349151,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,10304,Closed,02 STATEN ISLAND,STATEN ISLAND,40.59679636040715,-74.09263259810163,,,,Parking & Traffic,Grasmere-Arrochar-South Beach-Dongan Hills
67344302,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,10309,Closed,03 STATEN ISLAND,STATEN ISLAND,40.53541184867749,-74.20623451535091,,,,Parking & Traffic,Annadale-Huguenot-Prince's Bay-Woodrow
67352479,,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,11373,Closed,04 QUEENS,QUEENS,40.74357519142408,-73.88785617374523,,,,Parking & Traffic,Elmhurst
67351237,,,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,11370,Closed,03 QUEENS,QUEENS,40.762057882882985,-73.89616372682845,,,,Parking & Traffic,Jackson Heights
67349436,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11230,Closed,14 BROOKLYN,BROOKLYN,40.61745222232322,-73.95550819219517,,,,Noise,Midwood
67348778,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11365,Closed,08 QUEENS,QUEENS,40.73298927355901,-73.81071893076091,,,,Parking & Traffic,Pomonok-Electchester-Hillcrest
67345528,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11358,Closed,11 QUEENS,QUEENS,40.7552130637004,-73.78538240558554,,,,Parking & Traffic,Auburndale
67350312,,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11360,Closed,11 QUEENS,QUEENS,40.77623522599232,-73.77536747123824,,,,Parking & Traffic,Bayside
67346780,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10462,Closed,11 BRONX,BRONX,40.84892077955268,-73.85582010166146,,,,Parking & Traffic,Morris Park
67346970,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10026,Closed,10 MANHATTAN,MANHATTAN,40.802360975539656,-73.95455745266254,,,,Noise,Harlem (South)
67344258,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11421,Closed,09 QUEENS,QUEENS,40.6881491439726,-73.8528179356017,,,,Parking & Traffic,Woodhaven
67352331,,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11378,Closed,05 QUEENS,QUEENS,40.71533514859855,-73.90388035060893,,,,Parking & Traffic,Maspeth
67351731,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11225,Closed,09 BROOKLYN,BROOKLYN,40.66414768607463,-73.94546010128431,,,,Noise,Prospect Lefferts Gardens-Wingate
67351503,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11421,Closed,09 QUEENS,QUEENS,40.6968190761216,-73.856527694535,,,,Parking & Traffic,Woodhaven
67350622,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11223,Closed,11 BROOKLYN,BROOKLYN,40.59727396162726,-73.98055151985159,,,,Noise,Gravesend (West)
67345748,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10027,Closed,10 MANHATTAN,MANHATTAN,40.81157162558579,-73.9466470174785,,,,Noise,Harlem (North)
67348697,,,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,10002,Closed,03 MANHATTAN,MANHATTAN,40.721835461350835,-73.9849958517441,,,,Parking & Traffic,East Village
67345505,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11223,Closed,11 BROOKLYN,BROOKLYN,40.60759093765423,-73.97670575641622,,,,Parking & Traffic,Gravesend (West)
67351478,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11220,Closed,07 BROOKLYN,BROOKLYN,40.645613840754606,-74.00812231684787,,,,Parking & Traffic,Sunset Park (Central)
67349237,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11368,Closed,03 QUEENS,QUEENS,40.75249576286003,-73.85589526011255,,,,Parking & Traffic,North Corona
67353486,,,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,10002,Closed,03 MANHATTAN,MANHATTAN,40.719181334647025,-73.98542574056125,,,,Parking & Traffic,Lower East Side
67351632,,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11420,Closed,10 QUEENS,QUEENS,40.66752783444498,-73.82548211990186,,,,Parking & Traffic,South Ozone Park
67351604,,,NYPD,New York City Police Department,Blocked Driveway,No Access,10453,Closed,05 BRONX,BRONX,40.8488815796708,-73.91998888536936,,,,Parking & Traffic,University Heights (South)-Morris Heights
67350272,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11370,Closed,03 QUEENS,QUEENS,40.758380303969275,-73.88778793220393,,,,Parking & Traffic,Jackson Heights
67345835,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11377,Closed,02 QUEENS,QUEENS,40.73732635345773,-73.92233483940846,,,,Noise,Sunnyside
67352327,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11421,Closed,09 QUEENS,QUEENS,40.693918625248614,-73.85495445184085,,,,Parking & Traffic,Woodhaven
67351473,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11208,Closed,05 BROOKLYN,BROOKLYN,40.68603366963854,-73.87681854478991,,,,Parking & Traffic,Cypress Hills
67351518,,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11104,Closed,02 QUEENS,QUEENS,40.74632742665977,-73.91598340095001,,,,Parking & Traffic,Sunnyside
67350431,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11229,Closed,15 BROOKLYN,BROOKLYN,40.60249478849314,-73.93587008982848,,,,Parking & Traffic,Madison
67344325,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11372,Closed,03 QUEENS,QUEENS,40.75064203272233,-73.89566901504283,,,,Parking & Traffic,Jackson Heights
67351505,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11370,Closed,03 QUEENS,QUEENS,40.76202522862408,-73.8964778314661,,,,Parking & Traffic,Jackson Heights
67348033,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11232,Closed,07 BROOKLYN,BROOKLYN,40.662156809455674,-73.99480605092906,,,,Parking & Traffic,Sunset Park (West)
67346771,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11211,Closed,01 BROOKLYN,BROOKLYN,40.714916389944335,-73.94275279386918,,,,Parking & Traffic,East Williamsburg
67350326,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,10462,Closed,11 BRONX,BRONX,40.845503042207525,-73.8553612588692,,,,Parking & Traffic,Morris Park
67344615,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10306,Closed,03 STATEN ISLAND,STATEN ISLAND,40.562500040827594,-74.11398488568908,,,,Noise,Oakwood-Richmondtown
67349274,,,NYPD,New York City Police Department,Blocked Driveway,No Access,10303,Closed,01 STATEN ISLAND,STATEN ISLAND,40.62241183610707,-74.15931722786938,,,,Parking & Traffic,Mariner's Harbor-Arlington-Graniteville
67344625,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11224,Closed,13 BROOKLYN,BROOKLYN,40.57362629295864,-73.99503251240156,,,,Noise,Coney Island-Sea Gate
67346983,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11223,Closed,15 BROOKLYN,BROOKLYN,40.60194366699778,-73.97129158876173,,,,Noise,Gravesend (East)-Homecrest
67346756,,,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,11377,Closed,03 QUEENS,QUEENS,40.76248234073092,-73.89211282700738,,,,Parking & Traffic,Jackson Heights
67347048,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10303,Closed,01 STATEN ISLAND,STATEN ISLAND,40.640571939705914,-74.16855607126372,,,,Noise,Mariner's Harbor-Arlington-Graniteville
67349103,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10462,Closed,11 BRONX,BRONX,40.84704845901871,-73.85547717469392,,,,Parking & Traffic,Morris Park
67349920,,,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,10002,Closed,03 MANHATTAN,MANHATTAN,40.72007592689844,-73.98392841648987,,,,Parking & Traffic,Lower East Side
67351470,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10455,Closed,01 BRONX,BRONX,40.81229888090316,-73.90745400424441,,,,Parking & Traffic,Mott Haven-Port Morris
67344540,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10016,Closed,06 MANHATTAN,MANHATTAN,40.74675108852073,-73.9773608504082,,,,Noise,Murray Hill-Kips Bay
67344304,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11219,Closed,12 BROOKLYN,BROOKLYN,40.63026522248008,-73.99632886540876,,,,Parking & Traffic,Borough Park
67345533,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11370,Closed,03 QUEENS,QUEENS,40.76202249361379,-73.89648866515554,,,,Parking & Traffic,Jackson Heights
67350565,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11223,Closed,15 BROOKLYN,BROOKLYN,40.60194366699778,-73.97129158876173,,,,Noise,Gravesend (East)-Homecrest
67348005,,,NYPD,New York City Police Department,Blocked Driveway,No Access,10305,Closed,01 STATEN ISLAND,STATEN ISLAND,40.61162484281951,-74.06741981020406,,,,Parking & Traffic,Rosebank-Shore Acres-Park Hill
67353687,,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,10458,Closed,07 BRONX,BRONX,40.87022712949311,-73.88715807767502,,,,Parking & Traffic,Bedford Park
67351172,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11421,Closed,09 QUEENS,QUEENS,40.69482891668223,-73.86312406853165,,,,Parking & Traffic,Woodhaven
67351781,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11373,Closed,04 QUEENS,QUEENS,40.74762057177522,-73.8767371507515,,,,Noise,Elmhurst
67352650,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11208,Closed,05 BROOKLYN,BROOKLYN,40.68582729053537,-73.8738045699107,,,,Parking & Traffic,Cypress Hills
67349447,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10034,Closed,12 MANHATTAN,MANHATTAN,40.86824307192321,-73.92461522245755,,,,Noise,Inwood
67344617,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11419,Closed,10 QUEENS,QUEENS,40.6888428078452,-73.81604028909094,,,,Noise,South Ozone Park
67349948,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11385,Closed,05 QUEENS,QUEENS,40.70045697215747,-73.9053227543995,,,,Parking & Traffic,Ridgewood
67351810,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10033,Closed,12 MANHATTAN,MANHATTAN,40.84712176751515,-73.93696074907858,,,,Noise,Washington Heights (South)
67344608,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11212,Closed,16 BROOKLYN,BROOKLYN,40.661356385690354,-73.90712636722496,,,,Noise,Brownsville
